name,lat,lon,spi
Tra My,15.3372,108.222,1.66216489527
Kham Duc,15.445,107.7936111,1.25999681857
Tien Phuoc,15.48833333,108.3077778,0.672990348184
Nong Son,15.7025,108.0341667,0.631523594693
Thanh My,15.766666666667,107.83055555556,-0.262111141247
Giao Thuy,15.84166667,108.1344444,0.3350910391
Cau Lau,15.85805556,108.2733333,0.174542522431
Hoi An,15.876666666667,108.33527777778,0.465493479117
Ai Nghia,15.88138889,108.1102778,0.381744323948
Cam Le,16.01083333,108.2058333,-0.0148921743962
Da Nang,16.03,108.18,-0.54951805864
