name,lat,lon,spi
Tra My,15.3372,108.222,0.12235705619
Kham Duc,15.445,107.7936111,-0.044770631884
Tien Phuoc,15.48833333,108.3077778,0.795547255148
Nong Son,15.7025,108.0341667,0.050522471437
Thanh My,15.766666666667,107.83055555556,-0.133858427354
Giao Thuy,15.84166667,108.1344444,-0.0432084890974
Cau Lau,15.85805556,108.2733333,-0.00792679151723
Hoi An,15.876666666667,108.33527777778,-0.0820161132027
Ai Nghia,15.88138889,108.1102778,0.405814751205
Cam Le,16.01083333,108.2058333,-0.270356247551
Da Nang,16.03,108.18,-0.673378304592
