name,lat,lon,spi
Tra My,15.3372,108.222,-0.30636951114
Kham Duc,15.445,107.7936111,0.799367004001
Tien Phuoc,15.48833333,108.3077778,-1.30265730326
Nong Son,15.7025,108.0341667,-0.575773145105
Thanh My,15.766666666667,107.83055555556,-1.31320524379
Giao Thuy,15.84166667,108.1344444,-1.13584717878
Cau Lau,15.85805556,108.2733333,-0.381822208189
Hoi An,15.876666666667,108.33527777778,-0.619174363905
Ai Nghia,15.88138889,108.1102778,-0.798778132705
Cam Le,16.01083333,108.2058333,-0.43138535642
Da Nang,16.03,108.18,-0.950711265413
