name,lat,lon,spi
Tra My,15.3372,108.222,-0.214987332614
Kham Duc,15.445,107.7936111,-1.15887704044
Tien Phuoc,15.48833333,108.3077778,-0.195520681946
Nong Son,15.7025,108.0341667,-0.48552995083
Thanh My,15.766666666667,107.83055555556,-0.402544300218
Giao Thuy,15.84166667,108.1344444,-0.222106866748
Cau Lau,15.85805556,108.2733333,0.108269703255
Hoi An,15.876666666667,108.33527777778,0.0421147534611
Ai Nghia,15.88138889,108.1102778,-0.0639030805258
Cam Le,16.01083333,108.2058333,0.455434039829
Da Nang,16.03,108.18,0.626320170382
