name,lat,lon,spi
Tien Phuoc,15.48833333,108.3077778,-1.27548601185
Hoi An,15.876666666667,108.33527777778,0.454764773316
Giao Thuy,15.84166667,108.1344444,0.38156569402
Ai Nghia,15.88138889,108.1102778,1.09877981332
Cau Lau,15.85805556,108.2733333,1.04106395944
Kham Duc,15.445,107.7936111,1.79148896271
Tra My,15.3372,108.222,0.414059198661
Nong Son,15.7025,108.0341667,0.21221426232
Da Nang,16.03,108.18,0.454888541917
Cam Le,16.01083333,108.2058333,1.05809116222
Thanh My,15.766666666667,107.83055555556,0.462033313837
