name,lat,lon,spi
Tien Phuoc,15.48833333,108.3077778,-0.0462792845156
Hoi An,15.876666666667,108.33527777778,-0.684014411009
Giao Thuy,15.84166667,108.1344444,-0.255919041919
Ai Nghia,15.88138889,108.1102778,0.475917036996
Cau Lau,15.85805556,108.2733333,-0.691201444339
Kham Duc,15.445,107.7936111,1.34518552591
Tra My,15.3372,108.222,1.86873425521
Nong Son,15.7025,108.0341667,0.455700063434
Da Nang,16.03,108.18,-1.10658310433
Cam Le,16.01083333,108.2058333,-1.10351580935
Thanh My,15.766666666667,107.83055555556,-0.187162732331
