name,lat,lon,spi
Tien Phuoc,15.48833333,108.3077778,-0.334611026438
Hoi An,15.876666666667,108.33527777778,-0.442633500418
Giao Thuy,15.84166667,108.1344444,-0.286896571751
Ai Nghia,15.88138889,108.1102778,-0.0529912557069
Cau Lau,15.85805556,108.2733333,-0.383202624627
Kham Duc,15.445,107.7936111,0.762986849681
Tra My,15.3372,108.222,-0.1546807583
Nong Son,15.7025,108.0341667,-0.306064995578
Da Nang,16.03,108.18,0.104065681949
Cam Le,16.01083333,108.2058333,0.256672482853
Thanh My,15.766666666667,107.83055555556,0.814797083524
