name,lat,lon,spi
Tra My,15.3372,108.222,-0.201833382918
Kham Duc,15.445,107.7936111,-0.199865679861
Tien Phuoc,15.48833333,108.3077778,-0.562567675961
Nong Son,15.7025,108.0341667,-0.580556551125
Thanh My,15.766666666667,107.83055555556,-1.36283073988
Giao Thuy,15.84166667,108.1344444,-1.44158788653
Cau Lau,15.85805556,108.2733333,-1.43909252161
Hoi An,15.876666666667,108.33527777778,-1.53385382179
Ai Nghia,15.88138889,108.1102778,-1.21657905831
Cam Le,16.01083333,108.2058333,-1.48864856277
Da Nang,16.03,108.18,-1.50701347424
