name,lat,lon,spi
Tra My,15.3372,108.222,-0.185658537247
Kham Duc,15.445,107.7936111,0.0113412878405
Tien Phuoc,15.48833333,108.3077778,-0.426185001946
Nong Son,15.7025,108.0341667,-0.192185764133
Thanh My,15.766666666667,107.83055555556,-0.815899835582
Giao Thuy,15.84166667,108.1344444,-1.1952127273
Cau Lau,15.85805556,108.2733333,-1.17678108287
Hoi An,15.876666666667,108.33527777778,-1.31354070098
Ai Nghia,15.88138889,108.1102778,-0.890098617942
Cam Le,16.01083333,108.2058333,-1.26009553957
Da Nang,16.03,108.18,-1.28558317344
