name,lat,lon,spi
Tra My,15.3372,108.222,0.986840919468
Kham Duc,15.445,107.7936111,0.916835801683
Tien Phuoc,15.48833333,108.3077778,0.28954909674
Nong Son,15.7025,108.0341667,0.425992705137
Thanh My,15.766666666667,107.83055555556,-0.611119041044
Giao Thuy,15.84166667,108.1344444,-0.192434292964
Cau Lau,15.85805556,108.2733333,-0.395741127856
Hoi An,15.876666666667,108.33527777778,-0.214221646214
Ai Nghia,15.88138889,108.1102778,-0.0660151653872
Cam Le,16.01083333,108.2058333,-0.503630876332
Da Nang,16.03,108.18,-0.936695485612
