name,lat,lon,spi
Tra My,15.3372,108.222,-2.65105872151
Kham Duc,15.445,107.7936111,-2.00158748829
Tien Phuoc,15.48833333,108.3077778,-2.86874234585
Nong Son,15.7025,108.0341667,-2.51067189954
Thanh My,15.766666666667,107.83055555556,-2.15988186367
Giao Thuy,15.84166667,108.1344444,-1.95723353604
Cau Lau,15.85805556,108.2733333,-2.2968879492
Hoi An,15.876666666667,108.33527777778,-2.06977698705
Ai Nghia,15.88138889,108.1102778,-2.21760755068
Cam Le,16.01083333,108.2058333,-1.80007227817
Da Nang,16.03,108.18,-1.7206687564
