name,lat,lon,spi
Tra My,15.3372,108.222,0.0324117079566
Kham Duc,15.445,107.7936111,0.318838123902
Tien Phuoc,15.48833333,108.3077778,0.122682723303
Nong Son,15.7025,108.0341667,0.351824045407
Thanh My,15.766666666667,107.83055555556,0.227735662611
Giao Thuy,15.84166667,108.1344444,-0.0017285603753
Cau Lau,15.85805556,108.2733333,0.232487653627
Hoi An,15.876666666667,108.33527777778,-0.272503810214
Ai Nghia,15.88138889,108.1102778,0.239844029306
Cam Le,16.01083333,108.2058333,-0.131176855357
Da Nang,16.03,108.18,-0.290818821744
