name,lat,lon,spi
Tra My,15.3372,108.222,-0.101296504435
Kham Duc,15.445,107.7936111,-0.360196619458
Tien Phuoc,15.48833333,108.3077778,-0.56662343006
Nong Son,15.7025,108.0341667,-0.59650699984
Thanh My,15.766666666667,107.83055555556,-0.930783890607
Giao Thuy,15.84166667,108.1344444,-1.05069856695
Cau Lau,15.85805556,108.2733333,-0.569181306139
Hoi An,15.876666666667,108.33527777778,-0.613575568772
Ai Nghia,15.88138889,108.1102778,-0.220303955568
Cam Le,16.01083333,108.2058333,-0.181357870281
Da Nang,16.03,108.18,0.260520062916
