name,lat,lon,spi
Tra My,15.3372,108.222,-1.52849833417
Kham Duc,15.445,107.7936111,-0.0885601397504
Tien Phuoc,15.48833333,108.3077778,-0.801608417967
Nong Son,15.7025,108.0341667,-0.334140956707
Thanh My,15.766666666667,107.83055555556,0.438275879684
Giao Thuy,15.84166667,108.1344444,1.75627988083
Cau Lau,15.85805556,108.2733333,1.97983911242
Hoi An,15.876666666667,108.33527777778,2.01174496417
Ai Nghia,15.88138889,108.1102778,2.04935581709
Cam Le,16.01083333,108.2058333,2.81490849632
Da Nang,16.03,108.18,2.87692434985
