name,lat,lon,spi
Tra My,15.3372,108.222,0.938808523357
Kham Duc,15.445,107.7936111,1.67167545446
Tien Phuoc,15.48833333,108.3077778,0.593211549129
Nong Son,15.7025,108.0341667,1.18271198503
Thanh My,15.766666666667,107.83055555556,1.78886842545
Giao Thuy,15.84166667,108.1344444,1.27297753067
Cau Lau,15.85805556,108.2733333,1.7162364976
Hoi An,15.876666666667,108.33527777778,1.34130042964
Ai Nghia,15.88138889,108.1102778,1.81793135473
Cam Le,16.01083333,108.2058333,1.34098640928
Da Nang,16.03,108.18,0.888346625553
