name,lat,lon,spi
Tra My,15.3372,108.222,0.943775484932
Kham Duc,15.445,107.7936111,1.70218355682
Tien Phuoc,15.48833333,108.3077778,1.02942730558
Nong Son,15.7025,108.0341667,1.45793506069
Thanh My,15.766666666667,107.83055555556,2.59778633296
Giao Thuy,15.84166667,108.1344444,1.77040524694
Cau Lau,15.85805556,108.2733333,1.89451120349
Hoi An,15.876666666667,108.33527777778,1.78477990972
Ai Nghia,15.88138889,108.1102778,2.27203025299
Cam Le,16.01083333,108.2058333,1.80215197746
Da Nang,16.03,108.18,1.52946366745
