name,lat,lon,spi
Tra My,15.3372,108.222,0.449060110284
Kham Duc,15.445,107.7936111,0.112970216276
Tien Phuoc,15.48833333,108.3077778,0.347691785106
Nong Son,15.7025,108.0341667,-0.0353077448729
Thanh My,15.766666666667,107.83055555556,-0.839010432253
Giao Thuy,15.84166667,108.1344444,-0.289326656511
Cau Lau,15.85805556,108.2733333,-0.845652179075
Hoi An,15.876666666667,108.33527777778,-1.26760565147
Ai Nghia,15.88138889,108.1102778,-0.336099297482
Cam Le,16.01083333,108.2058333,-1.12607843923
Da Nang,16.03,108.18,-1.05422891665
