lat,lon,rainRate
14.0,107.0,31.3045815694
14.0,107.1,35.6524251766
14.0,107.2,35.301600583
14.0,107.3,36.1709571043
14.0,107.4,37.6119704078
14.0,107.5,34.5490951985
14.0,107.6,32.9622247126
14.0,107.7,33.4419336096
14.0,107.8,30.3717273307
14.0,107.9,27.325041851
14.0,108.0,28.5264380873
14.0,108.1,24.2168361134
14.0,108.2,28.4147521416
14.0,108.3,24.7228120678
14.0,108.4,24.5305530187
14.0,108.5,24.2547889241
14.0,108.6,21.3450735044
14.0,108.7,20.0914013162
14.0,108.8,19.6472189762
14.0,108.9,18.8734530285
14.0,109.0,18.5789420195
14.1,107.0,34.5343050677
14.1,107.1,32.3359314948
14.1,107.2,31.4647718779
14.1,107.3,25.5908641555
14.1,107.4,27.9147558062
14.1,107.5,29.4114406435
14.1,107.6,27.2138821742
14.1,107.7,29.2873605341
14.1,107.8,34.9431346692
14.1,107.9,35.309360845
14.1,108.0,36.4791836366
14.1,108.1,39.0813496282
14.1,108.2,40.4489916545
14.1,108.3,37.4219029416
14.1,108.4,37.284561865
14.1,108.5,30.8114079516
14.1,108.6,29.9518115446
14.1,108.7,31.6964616067
14.1,108.8,29.9814277562
14.1,108.9,31.9441133124
14.1,109.0,31.8134453678
14.2,107.0,38.1656840026
14.2,107.1,43.2314015021
14.2,107.2,52.0902279821
14.2,107.3,53.1554376566
14.2,107.4,54.0045862128
14.2,107.5,55.5959532336
14.2,107.6,51.0570052675
14.2,107.7,52.5463159942
14.2,107.8,52.0100336875
14.2,107.9,54.1315789819
14.2,108.0,54.7927627937
14.2,108.1,51.9786807931
14.2,108.2,45.4891838506
14.2,108.3,40.1987470267
14.2,108.4,37.0254762588
14.2,108.5,32.4617394329
14.2,108.6,31.7291528731
14.2,108.7,24.2357471174
14.2,108.8,24.833060911
14.2,108.9,24.2426761406
14.2,109.0,33.7965593431
14.3,107.0,35.1549187471
14.3,107.1,29.2450389302
14.3,107.2,28.1280841603
14.3,107.3,25.4618014543
14.3,107.4,23.4694031105
14.3,107.5,28.0366909392
14.3,107.6,26.1737133238
14.3,107.7,24.8120919598
14.3,107.8,22.3018666645
14.3,107.9,20.5731056482
14.3,108.0,18.1048144475
14.3,108.1,14.2917385027
14.3,108.2,16.2176754177
14.3,108.3,18.6441335008
14.3,108.4,17.6074003503
14.3,108.5,19.1729582995
14.3,108.6,24.4776395671
14.3,108.7,28.1875273212
14.3,108.8,27.3188887574
14.3,108.9,29.319232447
14.3,109.0,35.3067395863
14.4,107.0,27.6369378156
14.4,107.1,26.788181453
14.4,107.2,23.9752656799
14.4,107.3,23.3602135861
14.4,107.4,25.8885089933
14.4,107.5,24.1190905356
14.4,107.6,29.3640928622
14.4,107.7,28.952455787
14.4,107.8,30.2066908591
