lat,lon,rainRate
14.0,107.0,76.192697958
14.0,107.1,72.798135324
14.0,107.2,61.0805335958
14.0,107.3,54.7465494134
14.0,107.4,58.6641564038
14.0,107.5,60.8786688115
14.0,107.6,65.5448178732
14.0,107.7,65.9559478238
14.0,107.8,63.0349433971
14.0,107.9,66.6697304695
14.0,108.0,66.5061779078
14.0,108.1,63.1125393101
14.0,108.2,63.5591386445
14.0,108.3,64.8061332778
14.0,108.4,70.2283130362
14.0,108.5,65.1399572006
14.0,108.6,73.1227362938
14.0,108.7,70.0539324079
14.0,108.8,72.7252720668
14.0,108.9,68.6052420326
14.0,109.0,56.5861016033
14.1,107.0,77.8847712739
14.1,107.1,83.9946530681
14.1,107.2,77.7279697709
14.1,107.3,75.5497613846
14.1,107.4,75.8198346156
14.1,107.5,79.2421725787
14.1,107.6,76.856619798
14.1,107.7,75.3175973465
14.1,107.8,69.0358241618
14.1,107.9,70.3143027713
14.1,108.0,72.8952705636
14.1,108.1,71.8346585333
14.1,108.2,78.2019101232
14.1,108.3,75.8374034717
14.1,108.4,83.2033791029
14.1,108.5,79.0165472311
14.1,108.6,83.4836042981
14.1,108.7,79.365961494
14.1,108.8,77.7501452258
14.1,108.9,71.1562132313
14.1,109.0,84.3307010047
14.2,107.0,89.2171551437
14.2,107.1,79.9244773685
14.2,107.2,77.9200503958
14.2,107.3,79.1484803707
14.2,107.4,73.840097353
14.2,107.5,70.8912884743
14.2,107.6,68.4456834197
14.2,107.7,73.6096232234
14.2,107.8,77.8968665069
14.2,107.9,75.0116916067
14.2,108.0,73.754561562
14.2,108.1,77.9105111136
14.2,108.2,66.2471550946
14.2,108.3,60.957596472
14.2,108.4,59.4237025255
14.2,108.5,64.5523289256
14.2,108.6,69.3952337076
14.2,108.7,71.0935068278
14.2,108.8,77.8056744696
14.2,108.9,84.0846824222
14.2,109.0,78.4854499334
14.3,107.0,79.547522717
14.3,107.1,89.9913144485
14.3,107.2,84.8192236433
14.3,107.3,80.4661185612
14.3,107.4,78.9533317274
14.3,107.5,80.9934390262
14.3,107.6,78.2027830663
14.3,107.7,75.8070278232
14.3,107.8,77.4145935187
14.3,107.9,71.7269784809
14.3,108.0,75.127778015
14.3,108.1,72.4798606709
14.3,108.2,75.4183975831
14.3,108.3,73.2112350943
14.3,108.4,77.2245909547
14.3,108.5,81.4925001283
14.3,108.6,80.4432844771
14.3,108.7,79.7255089176
14.3,108.8,73.7021962562
14.3,108.9,80.5456376486
14.3,109.0,82.8931266898
14.4,107.0,83.7993469164
14.4,107.1,83.4738343433
14.4,107.2,80.7690473563
14.4,107.3,77.9952730759
14.4,107.4,81.8445389047
14.4,107.5,81.777991589
14.4,107.6,87.9352321812
14.4,107.7,93.3304819577
14.4,107.8,102.488665151
14.4,107.9,107.240635249
14.4,108.0,106.775943374
14.4,108.1,109.179731875
14.4,108.2,109.003899154
14.4,108.3,105.854599999
14.4,108.4,93.3901868659
14.4,108.5,93.9934823765
14.4,108.6,91.3979161908
14.4,108.7,88.6977374246
14.4,108.8,85.8625282366
14.4,108.9,80.7056068265
14.4,109.0,84.3319198229
14.5,107.0,75.7626960994
14.5,107.1,77.1049872358
14.5,107.2,71.3300800841
14.5,107.3,70.4872138579
14.5,107.4,73.3053305306
14.5,107.5,66.4369839895
14.5,107.6,62.9504530769
14.5,107.7,65.2817953654
14.5,107.8,63.0697374792
14.5,107.9,66.4741327102
14.5,108.0,67.265911721
14.5,108.1,67.0904412497
14.5,108.2,65.1075844466
14.5,108.3,66.7257153634
14.5,108.4,70.496192142
14.5,108.5,79.7307354072
14.5,108.6,81.4977215902
14.5,108.7,86.0707491115
14.5,108.8,85.5803882602
14.5,108.9,85.0784902106
14.5,109.0,81.6178020187
14.6,107.0,58.9758172102
14.6,107.1,58.0812517111
14.6,107.2,62.9718236849
14.6,107.3,58.5357002412
14.6,107.4,57.4542687758
14.6,107.5,53.3861467726
14.6,107.6,55.9951996934
14.6,107.7,54.49610205
14.6,107.8,54.1981198574
14.6,107.9,50.8817895391
14.6,108.0,53.9569550158
14.6,108.1,57.0491019655
14.6,108.2,59.2374760733
14.6,108.3,62.9631644693
14.6,108.4,64.5050268648
14.6,108.5,68.1044635918
14.6,108.6,63.7835413058
14.6,108.7,60.3133507668
14.6,108.8,62.2777424566
14.6,108.9,70.5187862184
14.6,109.0,72.3480390468
14.7,107.0,85.1963842939
14.7,107.1,88.1238175202
14.7,107.2,70.3114493786
14.7,107.3,67.1022410542
14.7,107.4,67.4036881663
14.7,107.5,63.877456097
14.7,107.6,60.9259331635
14.7,107.7,59.6949453168
14.7,107.8,65.0267498364
14.7,107.9,65.2877291143
14.7,108.0,67.8482525647
14.7,108.1,70.9179910272
14.7,108.2,68.147662201
14.7,108.3,69.4700454218
14.7,108.4,71.8416388678
14.7,108.5,71.1084529795
14.7,108.6,77.9850672036
14.7,108.7,71.3060654551
14.7,108.8,66.1098288818
14.7,108.9,60.7785454541
14.7,109.0,58.3780748026
14.8,107.0,61.2671947488
14.8,107.1,54.8967315852
14.8,107.2,52.9859566056
14.8,107.3,56.1191187893
14.8,107.4,57.6440502113
14.8,107.5,56.7525900732
14.8,107.6,58.383042301
14.8,107.7,60.028082083
14.8,107.8,60.0658330517
