lat,lon,rainRate
14.0,107.0,34.7309036069
14.0,107.1,34.46754222
14.0,107.2,32.9695895388
14.0,107.3,31.030571809
14.0,107.4,29.1076458972
14.0,107.5,29.1307784189
14.0,107.6,24.4462133534
14.0,107.7,18.8822548482
14.0,107.8,17.0215401091
14.0,107.9,16.299256959
14.0,108.0,18.6976676239
14.0,108.1,18.4014652725
14.0,108.2,17.4725816287
14.0,108.3,15.7244123127
14.0,108.4,15.1623642482
14.0,108.5,15.7159266584
14.0,108.6,15.5556601323
14.0,108.7,18.5579717606
14.0,108.8,19.8353998661
14.0,108.9,22.7291621603
14.0,109.0,22.3375208331
14.1,107.0,52.761052547
14.1,107.1,59.4766288363
14.1,107.2,64.4896981829
14.1,107.3,64.3058033846
14.1,107.4,61.5956822299
14.1,107.5,47.6455516889
14.1,107.6,39.7316584961
14.1,107.7,37.6922561042
14.1,107.8,37.2974051647
14.1,107.9,31.4526105746
14.1,108.0,31.8170919902
14.1,108.1,33.8008664177
14.1,108.2,39.9592981562
14.1,108.3,41.4183128402
14.1,108.4,44.5667238166
14.1,108.5,44.137886893
14.1,108.6,43.1576560402
14.1,108.7,43.8564385102
14.1,108.8,38.1489473842
14.1,108.9,34.7964623609
14.1,109.0,34.319901701
14.2,107.0,55.3629701323
14.2,107.1,60.3642941414
14.2,107.2,49.6899126024
14.2,107.3,43.8101194092
14.2,107.4,41.0463128686
14.2,107.5,44.8335321845
14.2,107.6,52.2746600657
14.2,107.7,50.9478460718
14.2,107.8,51.2607397567
14.2,107.9,50.8049381153
14.2,108.0,36.8440636397
14.2,108.1,39.8175418843
14.2,108.2,38.5822361894
14.2,108.3,32.8919575699
14.2,108.4,39.3921282739
14.2,108.5,32.9540544526
14.2,108.6,33.5662745052
14.2,108.7,34.2516262774
14.2,108.8,39.2014790642
14.2,108.9,46.8563156426
14.2,109.0,47.2145435381
14.3,107.0,64.527608268
14.3,107.1,68.9892640673
14.3,107.2,80.6342363796
14.3,107.3,77.8790869229
14.3,107.4,82.3643576671
14.3,107.5,91.9041995443
14.3,107.6,76.9279504102
14.3,107.7,86.9880535361
14.3,107.8,75.7096660865
14.3,107.9,90.7886021006
14.3,108.0,88.138183063
14.3,108.1,87.1700358967
14.3,108.2,74.5794473738
14.3,108.3,78.7573372944
14.3,108.4,69.535843961
14.3,108.5,59.1647922979
14.3,108.6,51.3015234823
14.3,108.7,62.7816266148
14.3,108.8,63.5229491182
14.3,108.9,69.9091557115
14.3,109.0,73.3928523996
14.4,107.0,47.5003832561
14.4,107.1,49.9011231792
14.4,107.2,45.7931941013
14.4,107.3,57.2824284286
14.4,107.4,58.6718149865
14.4,107.5,63.3438547505
14.4,107.6,66.7682978861
14.4,107.7,64.0598157439
14.4,107.8,68.9997820202
14.4,107.9,73.8176391442
14.4,108.0,79.7843627426
14.4,108.1,81.2374980691
14.4,108.2,82.3046895694
14.4,108.3,84.7635132317
14.4,108.4,80.5060771723
14.4,108.5,81.1606009248
14.4,108.6,75.8299489114
14.4,108.7,74.0734826234
14.4,108.8,68.9639643264
14.4,108.9,61.0618854538
14.4,109.0,64.1493450701
14.5,107.0,72.4222619758
14.5,107.1,76.6755519658
14.5,107.2,73.8805430251
14.5,107.3,72.4166438765
14.5,107.4,69.1881812532
14.5,107.5,62.8228024514
14.5,107.6,58.2752242181
14.5,107.7,57.1681426399
14.5,107.8,54.5697343814
14.5,107.9,54.4910786189
14.5,108.0,51.9807472591
14.5,108.1,50.1382593065
14.5,108.2,49.0380659568
14.5,108.3,44.0780439574
14.5,108.4,36.5107627222
14.5,108.5,35.1021386124
14.5,108.6,32.5881073968
14.5,108.7,33.1974104494
14.5,108.8,35.5612202268
14.5,108.9,36.8398151155
14.5,109.0,42.2720016874
14.6,107.0,47.0382169812
14.6,107.1,45.5411648378
14.6,107.2,45.5188172702
14.6,107.3,42.9204502591
14.6,107.4,47.4003840442
14.6,107.5,48.150965279
14.6,107.6,50.6285486854
14.6,107.7,55.3611775841
14.6,107.8,56.4714953453
14.6,107.9,64.7462496758
14.6,108.0,70.6953815287
14.6,108.1,67.5137524596
14.6,108.2,71.0115680136
14.6,108.3,71.4753786252
14.6,108.4,72.4817312266
14.6,108.5,79.4693854394
14.6,108.6,81.1373850089
14.6,108.7,77.0363812774
14.6,108.8,75.463079011
14.6,108.9,75.2335796635
14.6,109.0,74.3972018798
14.7,107.0,51.5535536287
14.7,107.1,51.090732371
14.7,107.2,46.0724580624
14.7,107.3,45.749025341
14.7,107.4,42.6475442563
14.7,107.5,56.0368626178
14.7,107.6,59.7701396522
14.7,107.7,55.3536490075
14.7,107.8,50.3516540719
14.7,107.9,49.4486399198
14.7,108.0,54.1607595125
14.7,108.1,50.8276766412
14.7,108.2,52.3622664857
14.7,108.3,52.3226076365
14.7,108.4,47.6281395367
14.7,108.5,47.6157674902
14.7,108.6,47.2311515194
14.7,108.7,45.0040985496
14.7,108.8,43.5969497482
14.7,108.9,44.9809038173
14.7,109.0,45.431524789
14.8,107.0,82.3598590913
14.8,107.1,76.5727579915
14.8,107.2,77.1968273436
14.8,107.3,77.4789476395
14.8,107.4,76.3193071615
14.8,107.5,72.9828302376
14.8,107.6,71.4232497518
14.8,107.7,73.8857571809
14.8,107.8,70.9020431909
14.8,107.9,74.10579846
14.8,108.0,73.9846747332
14.8,108.1,76.8940739861
14.8,108.2,79.1795867042
14.8,108.3,82.2319934294
14.8,108.4,74.2180862263
14.8,108.5,67.9639546546
14.8,108.6,64.3871413507
14.8,108.7,55.4320165543
14.8,108.8,51.9108661255
14.8,108.9,54.903167701
14.8,109.0,51.5193239786
14.9,107.0,63.4758085682
14.9,107.1,64.8793399762
14.9,107.2,62.0004001726
14.9,107.3,62.3067101798
14.9,107.4,63.3211226323
14.9,107.5,70.3421131018
14.9,107.6,71.2503198086
14.9,107.7,84.8112017513
14.9,107.8,81.912363751
14.9,107.9,88.8900364903
14.9,108.0,92.0455781556
14.9,108.1,92.8952242742
14.9,108.2,99.3472562078
14.9,108.3,102.522489821
14.9,108.4,101.395727757
14.9,108.5,95.5931485222
14.9,108.6,94.5718831512
14.9,108.7,93.8155721762
14.9,108.8,90.2304543089
14.9,108.9,81.0455884226
14.9,109.0,77.2675993814
15.0,107.0,57.3738570466
15.0,107.1,66.3355906159
15.0,107.2,57.6816494969
15.0,107.3,53.4548928067
15.0,107.4,70.6411871462
15.0,107.5,80.4907757971
15.0,107.6,91.7338757208
15.0,107.7,86.5379751082
15.0,107.8,78.6999196596
15.0,107.9,80.870485872
15.0,108.0,73.0436703655
15.0,108.1,87.4456714829
15.0,108.2,84.6854439005
15.0,108.3,87.0909869894
15.0,108.4,83.711013995
15.0,108.5,69.1535540326
15.0,108.6,65.3717752817
15.0,108.7,59.534989614
15.0,108.8,55.7558435239
15.0,108.9,54.3632926718
15.0,109.0,61.9065721872
15.1,107.0,39.7598835826
15.1,107.1,31.7039700542
15.1,107.2,34.0797876413
15.1,107.3,37.5520116593
15.1,107.4,43.6954255937
15.1,107.5,48.9100409606
15.1,107.6,60.0238272137
15.1,107.7,63.9240127075
15.1,107.8,68.8705566936
15.1,107.9,69.3541307878
15.1,108.0,66.704686265
15.1,108.1,61.212695736
15.1,108.2,59.254945091
15.1,108.3,58.3321328647
15.1,108.4,65.94960135
15.1,108.5,56.7502323067
15.1,108.6,60.3883239893
15.1,108.7,55.0775146954
15.1,108.8,66.654071201
15.1,108.9,57.7704388169
15.1,109.0,63.1636226623
15.2,107.0,10.6709992681
15.2,107.1,9.7688264586
15.2,107.2,11.4050029367
15.2,107.3,9.63848754019
15.2,107.4,13.8953738809
15.2,107.5,18.389691839
15.2,107.6,26.9265935606
15.2,107.7,28.6205729172
15.2,107.8,26.351982708
15.2,107.9,28.6403339021
15.2,108.0,26.7896672878
15.2,108.1,29.757974485
15.2,108.2,28.039824779
15.2,108.3,30.176992368
15.2,108.4,27.7471279241
15.2,108.5,32.4152907506
15.2,108.6,41.2894193306
15.2,108.7,45.7374787471
15.2,108.8,33.572331137
15.2,108.9,44.5747147668
15.2,109.0,42.5320649045
15.3,107.0,6.83211401849
15.3,107.1,7.07288363669
15.3,107.2,10.3679573927
15.3,107.3,13.1944986004
15.3,107.4,12.0823230296
15.3,107.5,12.0591454972
15.3,107.6,10.6069265418
15.3,107.7,10.1962661929
15.3,107.8,8.72091195547
15.3,107.9,7.39433958941
15.3,108.0,5.65188552161
15.3,108.1,5.68889309093
15.3,108.2,5.7139484603
15.3,108.3,4.00258496405
15.3,108.4,3.44254242629
15.3,108.5,3.59719917924
15.3,108.6,3.77425441704
15.3,108.7,5.35742169571
15.3,108.8,7.03409771249
15.3,108.9,6.22245720216
15.3,109.0,8.35613454134
15.4,107.0,5.82659791409
15.4,107.1,4.9986966625
15.4,107.2,3.15243199469
15.4,107.3,1.79827809334
15.4,107.4,2.0074696485
15.4,107.5,1.87232797779
15.4,107.6,4.95764469634
15.4,107.7,6.06883237046
15.4,107.8,7.65369462221
15.4,107.9,6.42511648313
15.4,108.0,5.58151273896
15.4,108.1,4.4767851918
15.4,108.2,5.67367211916
15.4,108.3,6.55556735582
15.4,108.4,7.02049138584
15.4,108.5,6.56151829054
15.4,108.6,5.70798873437
15.4,108.7,5.37124224566
15.4,108.8,5.37466488965
15.4,108.9,5.55528760514
15.4,109.0,5.36142206657
15.5,107.0,8.15489626675
15.5,107.1,9.13740366698
15.5,107.2,8.245200546
15.5,107.3,12.8785037398
15.5,107.4,15.7216735147
15.5,107.5,16.1405114159
15.5,107.6,19.0489083454
15.5,107.7,14.9243540168
15.5,107.8,20.4123818502
15.5,107.9,19.2113146484
15.5,108.0,19.6991322041
15.5,108.1,21.6989595965
15.5,108.2,23.0096258596
15.5,108.3,20.1072760373
15.5,108.4,19.7488743514
15.5,108.5,16.4256416336
15.5,108.6,12.23856318
15.5,108.7,11.1408327855
15.5,108.8,8.08493375033
15.5,108.9,7.09242285043
15.5,109.0,5.70265086739
15.6,107.0,22.4007333191
15.6,107.1,23.3964025565
15.6,107.2,24.3535880594
15.6,107.3,24.2491521612
15.6,107.4,25.2177112308
15.6,107.5,27.472241641
15.6,107.6,24.0288850385
15.6,107.7,25.4896648898
15.6,107.8,18.1995608993
15.6,107.9,14.5110518541
15.6,108.0,13.7051105015
15.6,108.1,15.00930876
15.6,108.2,16.3789081187
15.6,108.3,17.472357519
15.6,108.4,14.7906830278
15.6,108.5,11.8550235678
15.6,108.6,8.27316640342
15.6,108.7,5.81827282346
15.6,108.8,9.46091669798
15.6,108.9,11.871852994
15.6,109.0,10.7803675532
15.7,107.0,65.1628045476
15.7,107.1,60.4191174154
15.7,107.2,60.3222069014
15.7,107.3,58.5012054391
15.7,107.4,60.3184682681
15.7,107.5,60.0586929862
15.7,107.6,59.5510837286
15.7,107.7,58.8127238815
15.7,107.8,65.3785708454
15.7,107.9,68.1800157576
15.7,108.0,63.9129202478
15.7,108.1,60.3246408216
15.7,108.2,57.8296893797
15.7,108.3,52.8808030375
15.7,108.4,48.4291964863
15.7,108.5,41.5802138791
15.7,108.6,37.5606714562
15.7,108.7,33.945689628
15.7,108.8,34.7607206405
15.7,108.9,32.4831459475
15.7,109.0,23.0158796534
15.8,107.0,74.2455467983
15.8,107.1,78.429791417
15.8,107.2,77.9437811059
15.8,107.3,92.8607651722
15.8,107.4,83.5706367809
15.8,107.5,78.7483167072
15.8,107.6,80.899765553
15.8,107.7,81.8753281637
