lat,lon,spi
14.0,107.0,-0.371235036485
14.0,107.1,-0.408744611771
14.0,107.2,-0.253728805721
14.0,107.3,0.000227519448527
14.0,107.4,0.125419762847
14.0,107.5,0.212895099843
14.0,107.6,0.0686967786328
14.0,107.7,-0.0953094258544
14.0,107.8,0.361034622824
14.0,107.9,0.697914513492
14.0,108.0,0.697128052273
14.0,108.1,0.78119944334
14.0,108.2,0.918474901324
14.0,108.3,0.966627861334
14.0,108.4,0.930834553429
14.0,108.5,0.933165981929
14.0,108.6,1.09288650353
14.0,108.7,1.40331684148
14.0,108.8,1.51769952397
14.0,108.9,1.66456226133
14.0,109.0,1.68496765216
14.1,107,0
14.1,107.0,0.63190425726
14.1,107.1,0.640459401113
14.1,107.2,0.728409390304
14.1,107.3,0.692984830147
14.1,107.4,0.625442448949
14.1,107.5,0.447774047333
14.1,107.6,0.555798522655
14.1,107.7,0.344693654628
14.1,107.8,0.381442954177
14.1,107.9,0.315557311842
14.1,108,0
14.1,108.0,0.433140177766
14.1,108.1,0.269770987008
14.1,108.2,0.0893405891764
14.1,108.3,0.169884003492
14.1,108.4,-0.00500611658511
14.1,108.5,-0.0391814670963
14.1,108.6,-0.129023992894
14.1,108.7,-0.242536106958
14.1,108.8,-0.279428642332
14.1,108.9,-0.349955676107
14.1,109,0
14.1,109.0,-0.316257855175
14.2,107,0
14.2,107.0,1.22657477074
14.2,107.1,1.01076570047
14.2,107.2,1.11922900269
14.2,107.3,1.22671939061
14.2,107.4,1.29349761424
14.2,107.5,1.35202168911
14.2,107.6,1.09931516597
14.2,107.7,1.33735763366
14.2,107.8,1.37311046636
14.2,107.9,1.28447420156
14.2,108,0
14.2,108.0,1.24634503446
14.2,108.1,1.10287489237
14.2,108.2,0.78210376409
14.2,108.3,0.877317287993
14.2,108.4,1.12239548117
14.2,108.5,1.20184195659
14.2,108.6,1.15161107802
14.2,108.7,0.921381352886
14.2,108.8,0.966402439327
14.2,108.9,0.693684671793
14.2,109,0
14.2,109.0,0.707296993885
14.3,107,0
14.3,107.0,0.777925799505
14.3,107.1,0.672966012372
14.3,107.2,0.682844201543
14.3,107.3,0.842077621813
14.3,107.4,0.745422440573
14.3,107.5,0.731325632992
14.3,107.6,0.722057888191
14.3,107.7,0.742162841014
14.3,107.8,0.81219640578
14.3,107.9,0.882735934273
14.3,108,0
14.3,108.0,1.08649725789
14.3,108.1,1.10270775252
14.3,108.2,1.22781865764
14.3,108.3,1.20443052634
14.3,108.4,1.21034093839
14.3,108.5,1.1959915019
14.3,108.6,1.0567692448
14.3,108.7,0.884751125443
14.3,108.8,1.17683910437
14.3,108.9,1.26280053273
14.3,109,0
14.3,109.0,1.17089929326
14.4,107,0
14.4,107.0,0.724946384702
14.4,107.1,0.858311604677
14.4,107.2,0.823904616842
14.4,107.3,0.87355186083
14.4,107.4,1.02458383244
14.4,107.5,0.90698063758
14.4,107.6,0.843687359135
14.4,107.7,0.947433899953
14.4,107.8,0.842772105377
14.4,107.9,0.948286715302
14.4,108,0
14.4,108.0,0.759030869837
14.4,108.1,0.532734888116
14.4,108.2,0.725541312939
14.4,108.3,0.674697788926
14.4,108.4,0.760624611987
14.4,108.5,0.684052340061
14.4,108.6,0.661834780041
14.4,108.7,0.727134296954
14.4,108.8,0.716469005138
14.4,108.9,0.674885475586
14.4,109,0
14.4,109.0,0.675914657411
14.5,107,0
14.5,107.0,0.635847618265
14.5,107.1,0.868677234963
14.5,107.2,0.756231465684
14.5,107.3,0.841524809792
14.5,107.4,0.932879633714
14.5,107.5,0.931282371935
14.5,107.6,0.937197486893
14.5,107.7,1.02542065421
14.5,107.8,1.00629384857
14.5,107.9,0.974667193822
14.5,108,0
14.5,108.0,0.983018739974
14.5,108.1,0.873602033277
14.5,108.2,0.82153530102
14.5,108.3,0.848253979487
14.5,108.4,0.716401206962
14.5,108.5,0.735613793432
14.5,108.6,0.843847778563
14.5,108.7,0.807017744701
14.5,108.8,0.912289592631
14.5,108.9,0.883443960439
14.5,109,0
14.5,109.0,0.778780577955
14.6,107,0
14.6,107.0,0.864612390753
14.6,107.1,0.935016960113
14.6,107.2,0.636029915017
14.6,107.3,0.939369224948
14.6,107.4,0.799361285608
14.6,107.5,0.713523311624
14.6,107.6,0.692825631217
14.6,107.7,0.572725693066
14.6,107.8,0.700990907969
14.6,107.9,0.75969927025
14.6,108,0
14.6,108.0,0.925228334295
14.6,108.1,0.942654004808
14.6,108.2,0.923805053774
14.6,108.3,1.06456196116
14.6,108.4,1.17886376686
14.6,108.5,0.976432483747
14.6,108.6,1.00222836825
14.6,108.7,0.487156214205
14.6,108.8,0.993218382342
14.6,108.9,0.705350612189
14.6,109,0
14.6,109.0,0.847771544436
14.7,107,0
14.7,107.0,0.541273596267
14.7,107.1,0.947277129536
14.7,107.2,0.794377616666
14.7,107.3,0.786829600319
14.7,107.4,0.834579148156
14.7,107.5,0.993531101219
14.7,107.6,1.00046344823
14.7,107.7,1.00482174621
