name,lat,lon,spi
Tien Phuoc,15.48833333,108.3077778,0.413359755306
Hoi An,15.876666666667,108.33527777778,-0.292730991437
Giao Thuy,15.84166667,108.1344444,-0.219373371402
Ai Nghia,15.88138889,108.1102778,-0.831927112082
Cau Lau,15.85805556,108.2733333,-0.852727959445
Kham Duc,15.445,107.7936111,-0.213692365985
Tra My,15.3372,108.222,0.0466456935671
Nong Son,15.7025,108.0341667,-0.0801475132406
Da Nang,16.03,108.18,-1.15262676464
Cam Le,16.01083333,108.2058333,-1.26943512422
Thanh My,15.766666666667,107.83055555556,-0.227692669384
