name,lat,lon,spi
Tien Phuoc,15.48833333,108.3077778,-0.896027729729
Hoi An,15.876666666667,108.33527777778,-0.580390226901
Giao Thuy,15.84166667,108.1344444,-0.972491201337
Ai Nghia,15.88138889,108.1102778,-0.799965901229
Cau Lau,15.85805556,108.2733333,-0.780730661169
Kham Duc,15.445,107.7936111,-1.169571091
Tra My,15.3372,108.222,-1.29309708197
Nong Son,15.7025,108.0341667,-0.66898370307
Da Nang,16.03,108.18,-0.689260106898
Cam Le,16.01083333,108.2058333,-0.734509127066
Thanh My,15.766666666667,107.83055555556,-0.811916191384
