name,lat,lon,spi
Tra My,15.3372,108.222,-0.118303710111
Kham Duc,15.445,107.7936111,0.8198097312
Tien Phuoc,15.48833333,108.3077778,-0.524708687442
Nong Son,15.7025,108.0341667,-0.455866935817
Thanh My,15.766666666667,107.83055555556,-0.151693309791
Giao Thuy,15.84166667,108.1344444,-0.53539832391
Cau Lau,15.85805556,108.2733333,-0.536090282301
Hoi An,15.876666666667,108.33527777778,-0.38787317798
Ai Nghia,15.88138889,108.1102778,-0.566905319057
Cam Le,16.01083333,108.2058333,-0.271423902632
Da Nang,16.03,108.18,-0.151178638354
