name,lat,lon,spi
Tien Phuoc,15.48833333,108.3077778,-1.10270752702
Hoi An,15.876666666667,108.33527777778,-2.38494168734
Giao Thuy,15.84166667,108.1344444,-1.73308484535
Ai Nghia,15.88138889,108.1102778,-1.64612722
Cau Lau,15.85805556,108.2733333,-2.01200577797
Kham Duc,15.445,107.7936111,-0.582217820462
Tra My,15.3372,108.222,-0.865797648915
Nong Son,15.7025,108.0341667,-1.62670769093
Da Nang,16.03,108.18,-2.5376831899
Cam Le,16.01083333,108.2058333,-2.44302407252
Thanh My,15.766666666667,107.83055555556,-2.00472319969
