name,lat,lon,spi
Tra My,15.3372,108.222,0.667392820142
Kham Duc,15.445,107.7936111,0.808771959687
Tien Phuoc,15.48833333,108.3077778,1.77591744691
Nong Son,15.7025,108.0341667,0.932900558332
Thanh My,15.766666666667,107.83055555556,0.329087996654
Giao Thuy,15.84166667,108.1344444,0.65110645779
Cau Lau,15.85805556,108.2733333,1.15087091125
Hoi An,15.876666666667,108.33527777778,0.833925704412
Ai Nghia,15.88138889,108.1102778,1.156981623
Cam Le,16.01083333,108.2058333,0.987806543378
Da Nang,16.03,108.18,0.337866927854
