name,lat,lon,spi
Tra My,15.3372,108.222,1.32470498427
Kham Duc,15.445,107.7936111,0.817872206679
Tien Phuoc,15.48833333,108.3077778,1.54135326918
Nong Son,15.7025,108.0341667,1.69510665479
Thanh My,15.766666666667,107.83055555556,1.30075435203
Giao Thuy,15.84166667,108.1344444,1.20176758088
Cau Lau,15.85805556,108.2733333,0.722775260142
Hoi An,15.876666666667,108.33527777778,1.05309327055
Ai Nghia,15.88138889,108.1102778,0.531604325807
Cam Le,16.01083333,108.2058333,0.462454681115
Da Nang,16.03,108.18,0.434305565126
