lat,lon,spi
14.0,107.0,-0.829495658061
14.0,107.1,-0.658934364779
14.0,107.2,-0.413582406827
14.0,107.3,-0.461141194148
14.0,107.4,-0.430498883711
14.0,107.5,-0.741933414343
14.0,107.6,-0.869896947529
14.0,107.7,-0.998734866842
14.0,107.8,-1.01909952375
14.0,107.9,-1.1075685466
14.0,108.0,-1.23157937807
14.0,108.1,-1.29883726625
14.0,108.2,-1.30471384057
14.0,108.3,-1.41449096206
14.0,108.4,-1.4539660092
14.0,108.5,-1.3813799837
14.0,108.6,-1.28346445419
14.0,108.7,-1.2890607276
14.0,108.8,-1.314237988
14.0,108.9,-1.28648969776
14.0,109.0,-1.25915283943
14.1,107,0
14.1,107.0,-0.251572816048
14.1,107.1,-0.294892566833
14.1,107.2,-0.0835041854992
14.1,107.3,0.0712571494477
14.1,107.4,-0.166230552729
14.1,107.5,0.101067398576
14.1,107.6,0.0908094427151
14.1,107.7,-0.0772154776386
14.1,107.8,-0.13645436706
14.1,107.9,-0.00728703654917
14.1,108,0
14.1,108.0,-0.151883895625
14.1,108.1,-0.10398811894
14.1,108.2,-0.291105807341
14.1,108.3,-0.399181720217
14.1,108.4,-0.499513826985
14.1,108.5,-0.749094349532
14.1,108.6,-0.874976734328
14.1,108.7,-0.976323310472
14.1,108.8,-0.994289693605
14.1,108.9,-0.999030171458
14.1,109,0
14.1,109.0,-1.02278398655
14.2,107,0
14.2,107.0,-0.871545213193
14.2,107.1,-1.04700729287
14.2,107.2,-1.00765863745
14.2,107.3,-1.08078744387
14.2,107.4,-1.08843088457
14.2,107.5,-1.11758265572
14.2,107.6,-1.17106063861
14.2,107.7,-1.13572325334
14.2,107.8,-1.11417144233
14.2,107.9,-1.05767271021
14.2,108,0
14.2,108.0,-0.975761779159
14.2,108.1,-0.709148041997
14.2,108.2,-0.394007202321
14.2,108.3,-0.329151804807
14.2,108.4,-0.311682952621
14.2,108.5,-0.442899888499
14.2,108.6,-0.434746687028
14.2,108.7,-0.270448572094
14.2,108.8,-0.203911456795
14.2,108.9,-0.133101266458
14.2,109,0
14.2,109.0,-0.223796444574
14.3,107,0
14.3,107.0,-0.765850308343
14.3,107.1,-0.700548642602
14.3,107.2,-0.926076444028
14.3,107.3,-0.935682587733
14.3,107.4,-0.861758366344
14.3,107.5,-1.0265557564
14.3,107.6,-1.02119078398
14.3,107.7,-1.12649063526
14.3,107.8,-0.990555097805
14.3,107.9,-0.937869398604
14.3,108,0
14.3,108.0,-0.868050431885
14.3,108.1,-0.835406850018
14.3,108.2,-0.923207949572
14.3,108.3,-0.847915924214
14.3,108.4,-0.907202186191
14.3,108.5,-0.82055712353
14.3,108.6,-0.742927336605
14.3,108.7,-0.721189023504
14.3,108.8,-0.693906624037
14.3,108.9,-0.736295854939
14.3,109,0
14.3,109.0,-0.762984061189
14.4,107,0
14.4,107.0,-0.440471255589
14.4,107.1,-0.528699984203
14.4,107.2,-0.395600987808
14.4,107.3,-0.293094509635
14.4,107.4,-0.223802238081
14.4,107.5,-0.206318679661
14.4,107.6,-0.336425999646
14.4,107.7,-0.550261049973
14.4,107.8,-0.508813181129
14.4,107.9,-0.426690170744
14.4,108,0
14.4,108.0,-0.752157701343
14.4,108.1,-0.776132725343
14.4,108.2,-0.762690158481
14.4,108.3,-0.698283352136
14.4,108.4,-0.605075212801
14.4,108.5,-0.57366127739
14.4,108.6,-0.705869307521
14.4,108.7,-0.639633234586
14.4,108.8,-0.742327741114
14.4,108.9,-0.796783419137
14.4,109,0
14.4,109.0,-0.70553711482
14.5,107,0
14.5,107.0,0.361935861988
14.5,107.1,0.276689875443
14.5,107.2,0.0687916254875
14.5,107.3,0.317465355855
14.5,107.4,0.312376607019
14.5,107.5,0.298138207613
14.5,107.6,0.33811624515
14.5,107.7,0.191819395878
14.5,107.8,-0.0814587914146
14.5,107.9,-0.158126796041
14.5,108,0
14.5,108.0,-0.180099542646
14.5,108.1,-0.172699721412
14.5,108.2,-0.314335363574
14.5,108.3,-0.200682185294
14.5,108.4,-0.379541894772
14.5,108.5,-0.471263149017
14.5,108.6,-0.430718802953
14.5,108.7,-0.445269791144
14.5,108.8,-0.692151261177
14.5,108.9,-0.674727339572
14.5,109,0
14.5,109.0,-0.636042846094
14.6,107,0
14.6,107.0,0.122626638634
14.6,107.1,0.157892477386
14.6,107.2,0.223321542707
14.6,107.3,0.347388331042
14.6,107.4,0.493579974728
14.6,107.5,0.598730577907
14.6,107.6,0.483249818131
14.6,107.7,0.504640000438
14.6,107.8,0.523456715487
14.6,107.9,0.55411429554
14.6,108,0
14.6,108.0,0.66091344562
14.6,108.1,0.694089042218
14.6,108.2,0.655745783213
14.6,108.3,0.683093975904
14.6,108.4,0.650666335242
14.6,108.5,0.459151977522
14.6,108.6,0.492625574717
14.6,108.7,0.528615057529
14.6,108.8,0.395477835788
14.6,108.9,0.549188229529
14.6,109,0
14.6,109.0,0.526745052451
14.7,107,0
14.7,107.0,-0.192850888789
14.7,107.1,-0.0598424420332
14.7,107.2,-0.0979831751828
14.7,107.3,-0.213438593569
14.7,107.4,-0.188051224414
14.7,107.5,-0.0596827606995
14.7,107.6,0.0610818331302
14.7,107.7,0.0327830844741
14.7,107.8,-0.167188391815
14.7,107.9,0.0336583965014
14.7,108,0
14.7,108.0,0.0205601607496
14.7,108.1,0.0127925489099
14.7,108.2,0.0127769829643
14.7,108.3,0.140767181441
14.7,108.4,0.198541938031
14.7,108.5,0.308991529787
14.7,108.6,0.307309450952
14.7,108.7,0.340133994487
14.7,108.8,0.326841268189
14.7,108.9,0.307458552415
14.7,109,0
14.7,109.0,0.286884275648
14.8,107,0
14.8,107.0,-0.143241024791
14.8,107.1,-0.163764303869
14.8,107.2,0.0481582018508
14.8,107.3,0.141813375876
14.8,107.4,0.0207629687561
14.8,107.5,-0.231389745719
14.8,107.6,-0.545996036554
14.8,107.7,-0.600767123639
14.8,107.8,-0.76637249875
14.8,107.9,-0.775293271597
14.8,108,0
14.8,108.0,-0.769249805897
14.8,108.1,-0.666015489558
14.8,108.2,-0.626142510232
14.8,108.3,-0.620817568437
14.8,108.4,-0.410736764008
14.8,108.5,-0.316351307851
14.8,108.6,-0.427628199867
14.8,108.7,-0.40416034314
14.8,108.8,-0.455325521218
14.8,108.9,-0.370099656926
14.8,109,0
14.8,109.0,-0.34646533746
14.9,107,0
14.9,107.0,0.445145667058
14.9,107.1,0.108386040235
14.9,107.2,0.139151942569
14.9,107.3,0.16665176809
14.9,107.4,0.0309759136457
14.9,107.5,-0.134457367558
14.9,107.6,-0.119601977451
14.9,107.7,-0.220232356009
14.9,107.8,-0.366998885111
14.9,107.9,-0.488855737836
14.9,108,0
14.9,108.0,-0.456345802099
14.9,108.1,-0.552521465825
14.9,108.2,-0.26928879326
14.9,108.3,-0.361342642716
14.9,108.4,-0.301973825801
14.9,108.5,-0.240577714847
14.9,108.6,-0.239689489191
14.9,108.7,-0.694873079323
14.9,108.8,-0.649289828961
14.9,108.9,-0.404622361642
14.9,109,0
14.9,109.0,-0.364618035562
14,107,0
14,107.1,0
14,107.2,0
14,107.3,0
14,107.4,0
14,107.5,0
14,107.6,0
14,107.7,0
14,107.8,0
14,107.9,0
14,108,0
14,108.1,0
14,108.2,0
14,108.3,0
14,108.4,0
14,108.5,0
14,108.6,0
14,108.7,0
14,108.8,0
14,108.9,0
14,109,0
15.0,107.0,1.52508107534
15.0,107.1,1.47456465154
15.0,107.2,1.65201031965
15.0,107.3,1.7395680082
15.0,107.4,1.64743058135
15.0,107.5,1.71919997362
15.0,107.6,1.03319960722
15.0,107.7,0.853867723651
15.0,107.8,0.859206472403
15.0,107.9,0.964817451742
15.0,108.0,0.899655795411
15.0,108.1,0.872332950332
15.0,108.2,0.60176709453
15.0,108.3,0.622001193579
15.0,108.4,0.72674185704
15.0,108.5,0.706935043493
15.0,108.6,0.48387068179
15.0,108.7,0.324702029101
15.0,108.8,0.420069150828
15.0,108.9,0.537650665412
15.0,109.0,0.225358737013
15.1,107,0
15.1,107.0,0.288399473691
15.1,107.1,0.379320046508
15.1,107.2,0.538426978628
15.1,107.3,0.44137030726
15.1,107.4,0.234286016473
15.1,107.5,0.487983785903
15.1,107.6,0.594396290827
15.1,107.7,0.911151758939
15.1,107.8,0.962827014854
15.1,107.9,0.865754708088
15.1,108,0
15.1,108.0,0.689630738578
15.1,108.1,0.77364982584
15.1,108.2,0.996762310791
15.1,108.3,1.12213331189
15.1,108.4,0.940660673894
15.1,108.5,0.874596367115
15.1,108.6,0.963342604656
15.1,108.7,0.99843273489
15.1,108.8,1.23950339447
15.1,108.9,1.38317948001
15.1,109,0
15.1,109.0,1.50792342399
15.2,107,0
15.2,107.0,0.0318981685257
15.2,107.1,0.35367427222
15.2,107.2,0.0365780388739
15.2,107.3,-0.106277949531
15.2,107.4,-0.262685392143
15.2,107.5,0.142429952934
15.2,107.6,0.146894143062
15.2,107.7,0.171687472186
15.2,107.8,0.0919121957517
15.2,107.9,0.270012916471
15.2,108,0
15.2,108.0,0.264112792333
15.2,108.1,0.0623172895845
15.2,108.2,-0.0909530763436
15.2,108.3,-0.0495516501679
15.2,108.4,-0.293270238314
15.2,108.5,-0.0818655623524
15.2,108.6,0.00964802579612
15.2,108.7,-0.165497246316
15.2,108.8,-0.527510514694
15.2,108.9,-0.453352330022
15.2,109,0
15.2,109.0,-0.290673048324
15.3,107,0
15.3,107.0,-0.190880589727
15.3,107.1,0.00175573373514
15.3,107.2,0.0192018046803
15.3,107.3,0.122858430973
15.3,107.4,0.333861880479
15.3,107.5,0.10024216118
15.3,107.6,0.0409171807872
15.3,107.7,0.246250557768
15.3,107.8,0.306774613538
15.3,107.9,0.178242713563
15.3,108,0
15.3,108.0,0.239073418079
15.3,108.1,0.10861101543
15.3,108.2,-0.0431322455482
15.3,108.3,-0.0425702228814
15.3,108.4,0.0559589882017
15.3,108.5,0.240142009084
15.3,108.6,0.382710549009
15.3,108.7,0.40049910378
15.3,108.8,0.491362428955
15.3,108.9,0.469603979411
15.3,109,0
15.3,109.0,0.354725851509
15.4,107,0
15.4,107.0,-0.0302560943903
15.4,107.1,0.105825708001
15.4,107.2,0.0821829090027
15.4,107.3,0.0473366154019
15.4,107.4,0.106049318054
15.4,107.5,0.32107607498
15.4,107.6,0.686529116848
15.4,107.7,0.366041654613
15.4,107.8,0.458977419635
15.4,107.9,0.510596889466
15.4,108,0
15.4,108.0,0.517969821148
15.4,108.1,0.633492095896
15.4,108.2,0.662762086327
15.4,108.3,0.336482921179
15.4,108.4,0.207402925143
15.4,108.5,-0.0198411138031
15.4,108.6,-0.0949952446759
15.4,108.7,-0.163694819666
15.4,108.8,-0.173554059423
15.4,108.9,-0.22671355072
15.4,109,0
15.4,109.0,-0.157976561936
15.5,107,0
15.5,107.0,-0.29963161291
15.5,107.1,-0.0649121567369
15.5,107.2,0.0607445821885
15.5,107.3,0.484590599355
15.5,107.4,0.537917949798
15.5,107.5,0.379727245332
15.5,107.6,-0.183005972366
15.5,107.7,-0.137615847972
15.5,107.8,0.322507726639
15.5,107.9,0.483456472419
15.5,108,0
15.5,108.0,-0.363022413504
15.5,108.1,-0.103684145893
15.5,108.2,0.345267431092
15.5,108.3,-0.00693855417951
15.5,108.4,0.14240599138
15.5,108.5,0.185646403364
15.5,108.6,0.282531620575
15.5,108.7,0.043602626213
15.5,108.8,0.0286477944047
15.5,108.9,0.154400227845
15.5,109,0
15.5,109.0,0.138131570976
15.6,107,0
15.6,107.0,-0.35010214576
15.6,107.1,-0.51372542532
15.6,107.2,-0.654152465549
15.6,107.3,-0.742883010785
15.6,107.4,-0.402542381043
15.6,107.5,-0.421342227468
15.6,107.6,-0.191072575764
15.6,107.7,-0.220942787112
15.6,107.8,-0.285662919842
15.6,107.9,-0.236560266452
15.6,108,0
15.6,108.0,-0.33331536593
15.6,108.1,-0.494743677047
15.6,108.2,-0.404309894803
15.6,108.3,-0.370019855798
15.6,108.4,-0.103677872596
15.6,108.5,-0.199039636343
15.6,108.6,-0.247055800899
15.6,108.7,-0.259661299955
15.6,108.8,0.0054641361635
15.6,108.9,0.203451562175
15.6,109,0
15.6,109.0,-0.0272241987336
15.7,107,0
15.7,107.0,0.271221545838
15.7,107.1,0.564579683871
15.7,107.2,0.478155592876
15.7,107.3,0.26540561732
15.7,107.4,0.226526004964
15.7,107.5,0.142350108712
15.7,107.6,0.168845937016
15.7,107.7,0.164902591121
15.7,107.8,0.175406473127
15.7,107.9,-0.0950005052651
15.7,108,0
15.7,108.0,0.164909404373
15.7,108.1,0.052125271197
15.7,108.2,-0.219052030627
15.7,108.3,-0.00474196303007
15.7,108.4,0.092294995409
15.7,108.5,-0.0768904652511
15.7,108.6,-0.180192407119
15.7,108.7,-0.296749893153
15.7,108.8,-0.242160413406
15.7,108.9,-0.250088482243
15.7,109,0
15.7,109.0,-0.264426050418
15.8,107,0
15.8,107.0,-0.0679988942967
15.8,107.1,-0.00522114917503
15.8,107.2,0.320486625144
15.8,107.3,0.311745345261
15.8,107.4,0.331478439302
15.8,107.5,0.202479985025
15.8,107.6,0.113437051262
15.8,107.7,0.0511377223817
15.8,107.8,0.10141017518
15.8,107.9,-0.175232015444
15.8,108,0
15.8,108.0,-0.430218456846
15.8,108.1,-0.448816312979
15.8,108.2,-0.415085613323
15.8,108.3,-0.550642694911
15.8,108.4,-0.621908972103
15.8,108.5,-0.354309912752
15.8,108.6,-0.234677712489
15.8,108.7,-0.00170915633337
15.8,108.8,0.215599545237
15.8,108.9,0.05363098875
15.8,109,0
15.8,109.0,0.0982388478414
15.9,107,0
15.9,107.0,0.0798442116641
15.9,107.1,0.37149131301
15.9,107.2,0.270470318001
15.9,107.3,0.236488292001
15.9,107.4,0.0287110459297
15.9,107.5,0.140267729995
15.9,107.6,0.187474498828
15.9,107.7,-0.147823632431
15.9,107.8,-0.106177984967
15.9,107.9,-0.0963502760182
15.9,108,0
15.9,108.0,-0.192529921624
15.9,108.1,-0.384820565097
15.9,108.2,-0.39259678234
15.9,108.3,-0.603962907065
15.9,108.4,-0.552470528957
15.9,108.5,-0.640723273891
15.9,108.6,-0.653695243846
15.9,108.7,-0.507609126793
15.9,108.8,-0.565524048314
15.9,108.9,-0.568605708875
15.9,109,0
15.9,109.0,-0.41143786887
15,107,0
15,107.1,0
15,107.2,0
15,107.3,0
15,107.4,0
15,107.5,0
15,107.6,0
15,107.7,0
15,107.8,0
15,107.9,0
15,108,0
15,108.1,0
15,108.2,0
15,108.3,0
15,108.4,0
15,108.5,0
15,108.6,0
15,108.7,0
15,108.8,0
15,108.9,0
15,109,0
16.0,107.0,0.112336223014
16.0,107.1,0.340963263954
16.0,107.2,0.459541474926
16.0,107.3,0.53480454185
16.0,107.4,0.649332089045
16.0,107.5,0.782983631986
16.0,107.6,0.606508118273
16.0,107.7,0.408682845219
16.0,107.8,0.344544113323
16.0,107.9,0.352647774629
16.0,108.0,0.228061184321
16.0,108.1,0.337758442007
16.0,108.2,0.310990726699
16.0,108.3,0.248618723048
16.0,108.4,0.160186642259
16.0,108.5,0.0641778147145
16.0,108.6,0.118868712157
16.0,108.7,0.00546880086721
16.0,108.8,0.230083233919
16.0,108.9,0.119695301196
16.0,109.0,0.141684370807
16.1,107,0
16.1,107.0,-0.266910047327
16.1,107.1,-0.0120220230791
16.1,107.2,0.111778398026
16.1,107.3,0.194420593295
16.1,107.4,0.150398265511
16.1,107.5,-0.0128895439642
16.1,107.6,0.0482362689632
16.1,107.7,-0.163876468045
16.1,107.8,-0.0668756211243
16.1,107.9,-0.0238540556378
16.1,108,0
16.1,108.0,-0.138886630084
16.1,108.1,-0.0396004247688
16.1,108.2,0.0130631933574
16.1,108.3,0.108198481778
16.1,108.4,0.377142791914
16.1,108.5,0.332713687415
16.1,108.6,0.370705106441
16.1,108.7,0.3589069392
16.1,108.8,0.365655106469
16.1,108.9,0.469096670019
16.1,109,0
16.1,109.0,0.513494158758
16.2,107,0
16.2,107.0,-0.278796276986
16.2,107.1,-0.304513500558
16.2,107.2,-0.546143264939
16.2,107.3,-0.635602581541
16.2,107.4,-0.44174571078
16.2,107.5,-0.542404101981
16.2,107.6,-0.527627158846
16.2,107.7,-0.580090934873
16.2,107.8,-0.596291003022
16.2,107.9,-0.598844547218
16.2,108,0
16.2,108.0,-0.688539055816
16.2,108.1,-0.775767836662
16.2,108.2,-0.8682992932
16.2,108.3,-0.947999878119
16.2,108.4,-0.919825321802
16.2,108.5,-0.807580418252
16.2,108.6,-0.830554858216
16.2,108.7,-0.913772380744
16.2,108.8,-0.780299901864
16.2,108.9,-0.59783852327
16.2,109,0
16.2,109.0,-0.374884847622
16.3,107,0
16.3,107.0,-1.10830167026
16.3,107.1,-1.04959270653
16.3,107.2,-0.97072471281
16.3,107.3,-0.884024748927
16.3,107.4,-1.12196138799
16.3,107.5,-1.14173306612
16.3,107.6,-1.05887047166
16.3,107.7,-0.765313167942
16.3,107.8,-0.453212300017
16.3,107.9,-0.217613562871
16.3,108,0
16.3,108.0,0.163295615227
16.3,108.1,0.343572893402
16.3,108.2,0.461142266342
16.3,108.3,0.842844384068
16.3,108.4,1.23558132201
16.3,108.5,1.3003536039
16.3,108.6,1.08777991692
16.3,108.7,0.431503044515
16.3,108.8,-0.0662133748662
16.3,108.9,-0.188361238519
16.3,109,0
16.3,109.0,-0.338990468277
16.4,107,0
16.4,107.0,-0.791104409724
16.4,107.1,-0.989010622267
16.4,107.2,-1.0022891627
16.4,107.3,-0.989932395895
16.4,107.4,-0.963517320271
16.4,107.5,-1.04842964795
16.4,107.6,-0.999739591707
16.4,107.7,-1.07119122159
16.4,107.8,-1.09763770438
16.4,107.9,-1.11948586151
16.4,108,0
16.4,108.0,-0.972325166516
16.4,108.1,-1.01374842545
16.4,108.2,-1.04132690871
16.4,108.3,-1.06107354948
16.4,108.4,-1.07467479716
16.4,108.5,-1.09081425866
16.4,108.6,-1.01051002872
16.4,108.7,-1.20507607004
16.4,108.8,-1.24037573818
16.4,108.9,-1.25826231287
16.4,109,0
16.4,109.0,-1.08513392965
16.5,107,0
16.5,107.0,0.0575221508983
16.5,107.1,0.234621051757
16.5,107.2,-0.076040354199
16.5,107.3,-0.147563081806
16.5,107.4,-0.188298613659
16.5,107.5,-0.135059541467
16.5,107.6,0.00157300179282
16.5,107.7,-0.0557501951289
16.5,107.8,-0.231715500874
16.5,107.9,-0.269887601556
16.5,108,0
16.5,108.0,-0.274544817801
16.5,108.1,-0.459472161337
16.5,108.2,-0.593882472425
16.5,108.3,-0.698359502558
16.5,108.4,-0.730457288165
16.5,108.5,-0.783746382782
16.5,108.6,-0.77539941654
16.5,108.7,-0.788941256371
16.5,108.8,-0.719278350054
16.5,108.9,-0.695657436778
16.5,109,0
16.5,109.0,-0.810040575218
16,107,0
16,107.1,0
