name,lat,lon,spi
Tra My,15.3372,108.222,-0.0464653147681
Kham Duc,15.445,107.7936111,-0.534962714848
Tien Phuoc,15.48833333,108.3077778,-1.20911690815
Nong Son,15.7025,108.0341667,-1.44968697749
Thanh My,15.766666666667,107.83055555556,-2.59317351337
Giao Thuy,15.84166667,108.1344444,-0.45681084369
Cau Lau,15.85805556,108.2733333,-0.749809565047
Hoi An,15.876666666667,108.33527777778,-0.666345143244
Ai Nghia,15.88138889,108.1102778,-0.953758141691
Cam Le,16.01083333,108.2058333,-0.517993407814
Da Nang,16.03,108.18,-0.241115816574
