name,lat,lon,spi
Tra My,15.3372,108.222,-0.239814865763
Kham Duc,15.445,107.7936111,1.6501466347
Tien Phuoc,15.48833333,108.3077778,0.0899487107107
Nong Son,15.7025,108.0341667,0.724184119326
Thanh My,15.766666666667,107.83055555556,1.05071129271
Giao Thuy,15.84166667,108.1344444,0.556013376465
Cau Lau,15.85805556,108.2733333,2.03783699224
Hoi An,15.876666666667,108.33527777778,1.70823182546
Ai Nghia,15.88138889,108.1102778,2.08568290143
Cam Le,16.01083333,108.2058333,2.14322675006
Da Nang,16.03,108.18,2.08324928402
