name,lat,lon,spi
Tra My,15.3372,108.222,0.810518419873
Kham Duc,15.445,107.7936111,1.3368745854
Tien Phuoc,15.48833333,108.3077778,0.514663270035
Nong Son,15.7025,108.0341667,0.333277406215
Thanh My,15.766666666667,107.83055555556,-0.155351652018
Giao Thuy,15.84166667,108.1344444,-0.133780082154
Cau Lau,15.85805556,108.2733333,0.453687445793
Hoi An,15.876666666667,108.33527777778,0.765744523387
Ai Nghia,15.88138889,108.1102778,0.0738931262394
Cam Le,16.01083333,108.2058333,0.0857189143488
Da Nang,16.03,108.18,0.227032523119
