name,lat,lon,spi
Tra My,15.3372,108.222,0.0284535449178
Kham Duc,15.445,107.7936111,-0.0156465449424
Tien Phuoc,15.48833333,108.3077778,-0.662752712444
Nong Son,15.7025,108.0341667,-0.859970230224
Thanh My,15.766666666667,107.83055555556,-0.500565899814
Giao Thuy,15.84166667,108.1344444,-1.02191229148
Cau Lau,15.85805556,108.2733333,-1.12474624936
Hoi An,15.876666666667,108.33527777778,-1.13474205885
Ai Nghia,15.88138889,108.1102778,-0.791203461157
Cam Le,16.01083333,108.2058333,-0.944499348593
Da Nang,16.03,108.18,-0.920018343926
